mes;provincia;municipio;cuit;tipo;monto
02/2017;30-71124777-3;TUCUMAN;"SAN MIGUEL DE TUCUMAN";1807917.40;"Comp. Tarifaria"
02/2017;30-71248519-8;TUCUMAN;"SAN MIGUEL DE TUCUMAN";3114890.84;"Comp. Tarifaria"
02/2017;30-71248519-8;TUCUMAN;"SAN MIGUEL DE TUCUMAN";405220.89;"Comp. Gasoil"
02/2017;33-54565229-9;TUCUMAN;"SAN MIGUEL DE TUCUMAN";426216.47;"Comp. Gasoil"
02/2017;33-54565229-9;TUCUMAN;"SAN MIGUEL DE TUCUMAN";2911514.49;"Comp. Tarifaria"
02/2017;33-70799632-9;TUCUMAN;"SAN MIGUEL DE TUCUMAN";2735472.92;"Comp. Tarifaria"
02/2017;33-70799632-9;TUCUMAN;"SAN MIGUEL DE TUCUMAN";432019.52;"Comp. Gasoil"
01/2017;30-54563704-5;"BUENOS AIRES";"ALMIRANTE BROWN";736776.18;"Comp. Gasoil"
01/2017;30-54563704-5;"BUENOS AIRES";"ALMIRANTE BROWN";5555973.71;"Comp. Tarifaria"
01/2017;30-64701983-4;"BUENOS AIRES";"ALMIRANTE BROWN";2995416.77;"Comp. Tarifaria"
01/2017;30-64701983-4;"BUENOS AIRES";"ALMIRANTE BROWN";273502.55;"Comp. Gasoil"
01/2017;30-68586179-4;"BUENOS AIRES";"ALMIRANTE BROWN";896897.67;"Comp. Gasoil"
01/2017;30-68586179-4;"BUENOS AIRES";"ALMIRANTE BROWN";6703563.06;"Comp. Tarifaria"
01/2017;33-54634565-9;"BUENOS AIRES";"ALMIRANTE BROWN";1006149.65;"Comp. Tarifaria"
01/2017;33-54634565-9;"BUENOS AIRES";"ALMIRANTE BROWN";150231.42;"Comp. Gasoil"
01/2017;33-54661071-9;"BUENOS AIRES";"ALMIRANTE BROWN";474077.76;"Comp. Gasoil"
01/2017;33-54661071-9;"BUENOS AIRES";"ALMIRANTE BROWN";3094347.22;"Comp. Tarifaria"
01/2017;33-62074555-9;"BUENOS AIRES";"ALMIRANTE BROWN";6284527.36;"Comp. Tarifaria"
01/2017;33-62074555-9;"BUENOS AIRES";"ALMIRANTE BROWN";856536.95;"Comp. Gasoil"
01/2017;30-71042603-8;"BUENOS AIRES";ARRECIFES;39545.49;"Comp. Gasoil"
01/2017;30-71042603-8;"BUENOS AIRES";ARRECIFES;163129.02;"Comp. Tarifaria"
01/2017;33-54661071-9;"BUENOS AIRES";AVELLANEDA;4415924.58;"Comp. Tarifaria"
01/2017;33-54661071-9;"BUENOS AIRES";AVELLANEDA;675091.63;"Comp. Gasoil"
01/2017;30-64940711-4;"BUENOS AIRES";AZUL;102132.45;"Comp. Gasoil"
01/2017;30-64940711-4;"BUENOS AIRES";AZUL;776077.42;"Comp. Tarifaria"
01/2017;30-66404965-8;"BUENOS AIRES";AZUL;0.00;"Comp. Tarifaria"
01/2017;20-17896617-1;"BUENOS AIRES";"BAHIA BLANCA";222307.59;"Comp. Tarifaria"
01/2017;20-17896617-1;"BUENOS AIRES";"BAHIA BLANCA";0.00;"Comp. Gasoil"
01/2017;30-54634701-6;"BUENOS AIRES";"BAHIA BLANCA";1053585.14;"Comp. Gasoil"
01/2017;30-54634701-6;"BUENOS AIRES";"BAHIA BLANCA";6684884.63;"Comp. Tarifaria"
01/2017;30-71160347-2;"BUENOS AIRES";"BAHIA BLANCA";3342541.87;"Comp. Tarifaria"
01/2017;30-71160347-2;"BUENOS AIRES";"BAHIA BLANCA";613204.28;"Comp. Gasoil"
01/2017;30-71234878-6;"BUENOS AIRES";"BAHIA BLANCA";1106182.37;"Comp. Gasoil"
01/2017;30-71234878-6;"BUENOS AIRES";"BAHIA BLANCA";7794161.84;"Comp. Tarifaria"
01/2017;20-16396185-8;"BUENOS AIRES";BALCARCE;458348.32;"Comp. Tarifaria"
01/2017;20-16396185-8;"BUENOS AIRES";BALCARCE;0.00;"Comp. Gasoil"
01/2017;30-70940610-4;"BUENOS AIRES";BALCARCE;0.00;"Comp. Gasoil"
01/2017;30-70940610-4;"BUENOS AIRES";BALCARCE;0.00;"Comp. Tarifaria"
01/2017;30-52276217-9;"BUENOS AIRES";BERAZATEGUI;7611533.03;"Comp. Tarifaria"
01/2017;30-52276217-9;"BUENOS AIRES";BERAZATEGUI;1090172.72;"Comp. Gasoil"
01/2017;30-70986951-1;"BUENOS AIRES";BRANDSEN;101851.48;"Comp. Gasoil"
01/2017;30-70986951-1;"BUENOS AIRES";BRANDSEN;786742.87;"Comp. Tarifaria"
01/2017;30-69225833-5;"BUENOS AIRES";CAMPANA;428383.37;"Comp. Tarifaria"
01/2017;30-69225833-5;"BUENOS AIRES";CAMPANA;53036.03;"Comp. Gasoil"
01/2017;30-71158328-5;"BUENOS AIRES";CAMPANA;129396.76;"Comp. Gasoil"
01/2017;30-71158328-5;"BUENOS AIRES";CAMPANA;898403.16;"Comp. Tarifaria"
01/2017;30-54632033-9;"BUENOS AIRES";CAÑUELAS;276606.34;"Comp. Tarifaria"
01/2017;30-54632033-9;"BUENOS AIRES";CAÑUELAS;35823.62;"Comp. Gasoil"
01/2017;30-67287875-2;"BUENOS AIRES";"CARMEN DE PATAGONES";28570.89;"Comp. Gasoil"
01/2017;30-67287875-2;"BUENOS AIRES";"CARMEN DE PATAGONES";212052.51;"Comp. Tarifaria"
01/2017;30-71147454-0;"BUENOS AIRES";CHIVILCOY;1300870.92;"Comp. Tarifaria"
01/2017;30-71147454-0;"BUENOS AIRES";CHIVILCOY;130026.13;"Comp. Gasoil"
01/2017;30-70982776-2;"BUENOS AIRES";"CORONEL ROSALES";184035.09;"Comp. Gasoil"
01/2017;30-70982776-2;"BUENOS AIRES";"CORONEL ROSALES";1172066.62;"Comp. Tarifaria"
01/2017;30-71088735-3;"BUENOS AIRES";"CORONEL ROSALES";316032.40;"Comp. Tarifaria"
01/2017;30-71088735-3;"BUENOS AIRES";"CORONEL ROSALES";61263.10;"Comp. Gasoil"
01/2017;33-70982996-9;"BUENOS AIRES";"CORONEL ROSALES";147509.04;"Comp. Gasoil"
01/2017;33-70982996-9;"BUENOS AIRES";"CORONEL ROSALES";883404.99;"Comp. Tarifaria"
01/2017;30-54653274-3;"BUENOS AIRES";ESCOBAR;546141.26;"Comp. Tarifaria"
01/2017;30-54653274-3;"BUENOS AIRES";ESCOBAR;65699.05;"Comp. Gasoil"
01/2017;30-68679471-3;"BUENOS AIRES";ESCOBAR;408932.71;"Comp. Gasoil"
01/2017;30-68679471-3;"BUENOS AIRES";ESCOBAR;2579593.05;"Comp. Tarifaria"
01/2017;30-69225833-5;"BUENOS AIRES";ESCOBAR;2779062.20;"Comp. Tarifaria"
01/2017;30-69225833-5;"BUENOS AIRES";ESCOBAR;349290.87;"Comp. Gasoil"
01/2017;30-54633296-5;"BUENOS AIRES";"ESTEBAN ECHEVERRIA";2002643.62;"Comp. Gasoil"
01/2017;30-54633296-5;"BUENOS AIRES";"ESTEBAN ECHEVERRIA";14079312.48;"Comp. Tarifaria"
01/2017;30-70790289-9;"BUENOS AIRES";"EXALTACION DE LA CRUZ";695018.61;"Comp. Tarifaria"
01/2017;30-70790289-9;"BUENOS AIRES";"EXALTACION DE LA CRUZ";84290.88;"Comp. Gasoil"
01/2017;30-69305982-4;"BUENOS AIRES";EZEIZA;1248628.76;"Comp. Gasoil"
01/2017;30-69305982-4;"BUENOS AIRES";EZEIZA;8835817.14;"Comp. Tarifaria"
01/2017;30-54622889-0;"BUENOS AIRES";"FLORENCIO VARELA";1465476.14;"Comp. Tarifaria"
01/2017;30-54622889-0;"BUENOS AIRES";"FLORENCIO VARELA";192598.55;"Comp. Gasoil"
01/2017;30-54669877-3;"BUENOS AIRES";"FLORENCIO VARELA";287993.84;"Comp. Gasoil"
01/2017;30-54669877-3;"BUENOS AIRES";"FLORENCIO VARELA";2147777.47;"Comp. Tarifaria"
01/2017;33-56815582-9;"BUENOS AIRES";"FLORENCIO VARELA";9111441.52;"Comp. Tarifaria"
01/2017;33-56815582-9;"BUENOS AIRES";"FLORENCIO VARELA";1242265.78;"Comp. Gasoil"
01/2017;30-57190462-0;"BUENOS AIRES";"GENERAL MADARIAGA";4662.55;"Comp. Gasoil"
01/2017;30-57190462-0;"BUENOS AIRES";"GENERAL MADARIAGA";91407.83;"Comp. Tarifaria"
01/2017;30-54635445-4;"BUENOS AIRES";"GENERAL PUEYRREDON";3004903.57;"Comp. Tarifaria"
01/2017;30-54635445-4;"BUENOS AIRES";"GENERAL PUEYRREDON";609704.03;"Comp. Gasoil"
01/2017;30-54635452-7;"BUENOS AIRES";"GENERAL PUEYRREDON";1121415.49;"Comp. Gasoil"
01/2017;30-54635452-7;"BUENOS AIRES";"GENERAL PUEYRREDON";4761165.32;"Comp. Tarifaria"
01/2017;30-54635810-7;"BUENOS AIRES";"GENERAL PUEYRREDON";3324108.63;"Comp. Tarifaria"
01/2017;30-54635810-7;"BUENOS AIRES";"GENERAL PUEYRREDON";656394.15;"Comp. Gasoil"
01/2017;30-57190059-5;"BUENOS AIRES";"GENERAL PUEYRREDON";4591881.03;"Comp. Gasoil"
01/2017;30-57190059-5;"BUENOS AIRES";"GENERAL PUEYRREDON";20369026.27;"Comp. Tarifaria"
01/2017;30-61498725-8;"BUENOS AIRES";"GENERAL PUEYRREDON";1264899.19;"Comp. Tarifaria"
01/2017;30-61498725-8;"BUENOS AIRES";"GENERAL PUEYRREDON";258333.35;"Comp. Gasoil"
01/2017;33-54634954-9;"BUENOS AIRES";"GENERAL RODRIGUEZ";588768.84;"Comp. Gasoil"
01/2017;33-54634954-9;"BUENOS AIRES";"GENERAL RODRIGUEZ";4154773.31;"Comp. Tarifaria"
01/2017;30-54653274-3;"BUENOS AIRES";"GENERAL SAN MARTIN";8212363.26;"Comp. Tarifaria"
01/2017;30-54653274-3;"BUENOS AIRES";"GENERAL SAN MARTIN";1128205.19;"Comp. Gasoil"
01/2017;30-54622896-3;"BUENOS AIRES";ITUZAINGO;98220.79;"Comp. Gasoil"
01/2017;30-54623417-3;"BUENOS AIRES";"JOSE C. PAZ";278876.38;"Comp. Gasoil"
01/2017;30-54623417-3;"BUENOS AIRES";"JOSE C. PAZ";2583096.61;"Comp. Tarifaria"
01/2017;30-65585353-3;"BUENOS AIRES";"JOSE C. PAZ";6956106.34;"Comp. Tarifaria"
01/2017;30-65585353-3;"BUENOS AIRES";"JOSE C. PAZ";673694.22;"Comp. Gasoil"
01/2017;30-70830532-0;"BUENOS AIRES";JUNIN;16682.57;"Comp. Gasoil"
01/2017;30-70830532-0;"BUENOS AIRES";JUNIN;84240.69;"Comp. Tarifaria"
01/2017;30-54622438-0;"BUENOS AIRES";"LA MATANZA";6894953.02;"Comp. Tarifaria"
01/2017;30-54622438-0;"BUENOS AIRES";"LA MATANZA";889774.74;"Comp. Gasoil"
01/2017;30-54622964-1;"BUENOS AIRES";"LA MATANZA";1197099.99;"Comp. Gasoil"
01/2017;30-54622964-1;"BUENOS AIRES";"LA MATANZA";9666968.44;"Comp. Tarifaria"
01/2017;30-54625352-6;"BUENOS AIRES";"LA MATANZA";3654872.74;"Comp. Tarifaria"
01/2017;30-54625352-6;"BUENOS AIRES";"LA MATANZA";555217.91;"Comp. Gasoil"
01/2017;30-54641796-0;"BUENOS AIRES";"LA MATANZA";1039295.59;"Comp. Gasoil"
01/2017;30-54641796-0;"BUENOS AIRES";"LA MATANZA";9602878.62;"Comp. Tarifaria"
01/2017;30-68013871-7;"BUENOS AIRES";"LA MATANZA";24961917.04;"Comp. Tarifaria"
01/2017;30-68013871-7;"BUENOS AIRES";"LA MATANZA";2590533.38;"Comp. Gasoil"
01/2017;30-54566659-2;"BUENOS AIRES";"LA PLATA";408641.34;"Comp. Gasoil"
01/2017;30-54566659-2;"BUENOS AIRES";"LA PLATA";2706837.33;"Comp. Tarifaria"
01/2017;30-54624786-0;"BUENOS AIRES";"LA PLATA";15606660.94;"Comp. Tarifaria"
01/2017;30-54624786-0;"BUENOS AIRES";"LA PLATA";2149494.70;"Comp. Gasoil"
01/2017;30-54625291-0;"BUENOS AIRES";"LA PLATA";1302013.75;"Comp. Gasoil"
01/2017;30-54625291-0;"BUENOS AIRES";"LA PLATA";9759501.17;"Comp. Tarifaria"
01/2017;30-70729904-1;"BUENOS AIRES";"LA PLATA";8074391.61;"Comp. Tarifaria"
01/2017;30-70729904-1;"BUENOS AIRES";"LA PLATA";1150877.47;"Comp. Gasoil"
01/2017;30-71501182-0;"BUENOS AIRES";"LA PLATA";251577.51;"Comp. Gasoil"
01/2017;30-71501182-0;"BUENOS AIRES";"LA PLATA";1557176.88;"Comp. Tarifaria"
01/2017;30-54625451-4;"BUENOS AIRES";LANUS;1236003.50;"Comp. Tarifaria"
01/2017;30-54625451-4;"BUENOS AIRES";LANUS;150428.24;"Comp. Gasoil"
01/2017;30-54641925-4;"BUENOS AIRES";LANUS;458591.06;"Comp. Gasoil"
01/2017;30-54641925-4;"BUENOS AIRES";LANUS;3602771.88;"Comp. Tarifaria"
01/2017;30-57197043-7;"BUENOS AIRES";LANUS;2004355.71;"Comp. Tarifaria"
01/2017;30-57197043-7;"BUENOS AIRES";LANUS;259958.34;"Comp. Gasoil"
01/2017;30-58039052-4;"BUENOS AIRES";LANUS;508125.72;"Comp. Gasoil"
01/2017;30-58039052-4;"BUENOS AIRES";LANUS;3900032.50;"Comp. Tarifaria"
01/2017;30-70805898-6;"BUENOS AIRES";LANUS;1912362.15;"Comp. Tarifaria"
01/2017;30-70805898-6;"BUENOS AIRES";LANUS;280517.52;"Comp. Gasoil"
01/2017;33-62854085-9;"BUENOS AIRES";LOBOS;120136.07;"Comp. Gasoil"
01/2017;33-62854085-9;"BUENOS AIRES";LOBOS;649762.28;"Comp. Tarifaria"
01/2017;30-54625505-7;"BUENOS AIRES";"LOMAS DE ZAMORA";1821521.43;"Comp. Tarifaria"
01/2017;30-54625505-7;"BUENOS AIRES";"LOMAS DE ZAMORA";204325.38;"Comp. Gasoil"
01/2017;30-54629668-3;"BUENOS AIRES";"LOMAS DE ZAMORA";484506.15;"Comp. Gasoil"
01/2017;30-54629668-3;"BUENOS AIRES";"LOMAS DE ZAMORA";4089472.75;"Comp. Tarifaria"
01/2017;30-63355112-6;"BUENOS AIRES";"LOMAS DE ZAMORA";162060.20;"Comp. Tarifaria"
01/2017;30-63355112-6;"BUENOS AIRES";"LOMAS DE ZAMORA";0.00;"Comp. Gasoil"
01/2017;30-69305982-4;"BUENOS AIRES";"LOMAS DE ZAMORA";448548.37;"Comp. Gasoil"
01/2017;30-69305982-4;"BUENOS AIRES";"LOMAS DE ZAMORA";3216745.35;"Comp. Tarifaria"
01/2017;30-70949454-2;"BUENOS AIRES";"LOMAS DE ZAMORA";13611311.22;"Comp. Tarifaria"
01/2017;30-70949454-2;"BUENOS AIRES";"LOMAS DE ZAMORA";1638512.78;"Comp. Gasoil"
01/2017;30-71521580-9;"BUENOS AIRES";"LOMAS DE ZAMORA";1357183.26;"Comp. Gasoil"
01/2017;30-71521580-9;"BUENOS AIRES";"LOMAS DE ZAMORA";11004208.86;"Comp. Tarifaria"
01/2017;33-54634565-9;"BUENOS AIRES";"LOMAS DE ZAMORA";2420311.67;"Comp. Tarifaria"
01/2017;33-54634565-9;"BUENOS AIRES";"LOMAS DE ZAMORA";305229.22;"Comp. Gasoil"
01/2017;30-70854893-2;"BUENOS AIRES";LUJAN;442634.80;"Comp. Gasoil"
01/2017;30-70854893-2;"BUENOS AIRES";LUJAN;3164504.04;"Comp. Tarifaria"
01/2017;20-26539053-7;"BUENOS AIRES";MAGDALENA;0.00;"Comp. Tarifaria"
01/2017;30-71136158-4;"BUENOS AIRES";"MALVINAS ARGENTINAS";1945686.49;"Comp. Tarifaria"
01/2017;30-71136158-4;"BUENOS AIRES";"MALVINAS ARGENTINAS";210727.20;"Comp. Gasoil"
01/2017;30-54624700-3;"BUENOS AIRES";MERCEDES;60176.03;"Comp. Gasoil"
01/2017;30-54622896-3;"BUENOS AIRES";MERLO;1709034.04;"Comp. Gasoil"
01/2017;30-54622896-3;"BUENOS AIRES";MERLO;12150292.15;"Comp. Tarifaria"
01/2017;30-54632095-9;"BUENOS AIRES";MERLO;10414849.96;"Comp. Tarifaria"
01/2017;30-54632095-9;"BUENOS AIRES";MERLO;1294978.77;"Comp. Gasoil"
01/2017;33-71528200-9;"BUENOS AIRES";MERLO;1084007.83;"Comp. Gasoil"
01/2017;33-71528200-9;"BUENOS AIRES";MERLO;8483885.68;"Comp. Tarifaria"
01/2017;33-54634954-9;"BUENOS AIRES";MORENO;30885317.08;"Comp. Tarifaria"
01/2017;33-54634954-9;"BUENOS AIRES";MORENO;3520590.52;"Comp. Gasoil"
01/2017;30-54622438-0;"BUENOS AIRES";MORON;176561.44;"Comp. Gasoil"
01/2017;30-54622438-0;"BUENOS AIRES";MORON;1513764.91;"Comp. Tarifaria"
01/2017;30-54622896-3;"BUENOS AIRES";MORON;4737621.59;"Comp. Tarifaria"
01/2017;30-54622896-3;"BUENOS AIRES";MORON;698721.66;"Comp. Gasoil"
01/2017;30-54625086-1;"BUENOS AIRES";NECOCHEA;468011.34;"Comp. Gasoil"
01/2017;30-54625086-1;"BUENOS AIRES";NECOCHEA;2613108.90;"Comp. Tarifaria"
01/2017;30-55736574-1;"BUENOS AIRES";NECOCHEA;612797.50;"Comp. Tarifaria"
01/2017;30-55736574-1;"BUENOS AIRES";NECOCHEA;94152.91;"Comp. Gasoil"
01/2017;30-70958090-2;"BUENOS AIRES";OLAVARRÍA;266921.12;"Comp. Gasoil"
01/2017;30-70958090-2;"BUENOS AIRES";OLAVARRÍA;1505001.31;"Comp. Tarifaria"
01/2017;30-70995712-7;"BUENOS AIRES";OLAVARRÍA;2406736.48;"Comp. Tarifaria"
01/2017;30-70995712-7;"BUENOS AIRES";OLAVARRÍA;437750.64;"Comp. Gasoil"
01/2017;30-70792382-9;"BUENOS AIRES";PERGAMINO;285802.28;"Comp. Gasoil"
01/2017;30-70792382-9;"BUENOS AIRES";PERGAMINO;2204374.59;"Comp. Tarifaria"
01/2017;30-54661590-8;"BUENOS AIRES";PILAR;6086456.30;"Comp. Tarifaria"
01/2017;30-54661590-8;"BUENOS AIRES";PILAR;737690.25;"Comp. Gasoil"
01/2017;30-60589091-8;"BUENOS AIRES";PILAR;278324.55;"Comp. Gasoil"
01/2017;30-60589091-8;"BUENOS AIRES";PILAR;2887040.43;"Comp. Tarifaria"
01/2017;30-70743778-9;"BUENOS AIRES";PILAR;6451591.25;"Comp. Tarifaria"
01/2017;30-70743778-9;"BUENOS AIRES";PILAR;1057271.11;"Comp. Gasoil"
01/2017;30-70790289-9;"BUENOS AIRES";PILAR;389569.83;"Comp. Gasoil"
01/2017;30-70790289-9;"BUENOS AIRES";PILAR;3395704.48;"Comp. Tarifaria"
01/2017;30-71009265-2;"BUENOS AIRES";PILAR;806236.18;"Comp. Tarifaria"
01/2017;30-71009265-2;"BUENOS AIRES";PILAR;59955.54;"Comp. Gasoil"
01/2017;30-71140342-2;"BUENOS AIRES";PILAR;108444.64;"Comp. Gasoil"
01/2017;30-71140342-2;"BUENOS AIRES";PILAR;885422.11;"Comp. Tarifaria"
01/2017;30-71142261-3;"BUENOS AIRES";PILAR;714415.85;"Comp. Tarifaria"
01/2017;30-71142261-3;"BUENOS AIRES";PILAR;80588.26;"Comp. Gasoil"
01/2017;30-57190462-0;"BUENOS AIRES";PINAMAR;150543.30;"Comp. Gasoil"
01/2017;30-57190462-0;"BUENOS AIRES";PINAMAR;896159.76;"Comp. Tarifaria"
01/2017;20-01143816-5;"BUENOS AIRES";PROV;171524.63;"Comp. Tarifaria"
01/2017;20-01143816-5;"BUENOS AIRES";PROV;35536.26;"Comp. Gasoil"
01/2017;30-52276217-9;"BUENOS AIRES";PROV;1838684.30;"Comp. Gasoil"
01/2017;30-52276217-9;"BUENOS AIRES";PROV;11653840.01;"Comp. Tarifaria"
01/2017;30-54563704-5;"BUENOS AIRES";PROV;9019749.30;"Comp. Tarifaria"
01/2017;30-54563704-5;"BUENOS AIRES";PROV;1583373.27;"Comp. Gasoil"
01/2017;30-54566659-2;"BUENOS AIRES";PROV;998117.95;"Comp. Gasoil"
01/2017;30-54566659-2;"BUENOS AIRES";PROV;6535715.26;"Comp. Tarifaria"
01/2017;30-54567447-1;"BUENOS AIRES";PROV;1678954.76;"Comp. Tarifaria"
01/2017;30-54567447-1;"BUENOS AIRES";PROV;313377.12;"Comp. Gasoil"
01/2017;30-54567447-1;"BUENOS AIRES";PROV;20803.62;"Comp. Gasoil"
01/2017;30-54577585-5;"BUENOS AIRES";PROV;109664.75;"Comp. Gasoil"
01/2017;30-54577585-5;"BUENOS AIRES";PROV;521532.00;"Comp. Tarifaria"
01/2017;30-54622230-2;"BUENOS AIRES";PROV;414465.57;"Comp. Tarifaria"
01/2017;30-54622230-2;"BUENOS AIRES";PROV;0.00;"Comp. Gasoil"
01/2017;30-54622230-2;"BUENOS AIRES";PROV;0.00;"Comp. Gasoil"
01/2017;30-54622230-2;"BUENOS AIRES";PROV;0.00;"Comp. Gasoil"
01/2017;30-54622278-7;"BUENOS AIRES";PROV;39140.82;"Comp. Gasoil"
01/2017;30-54622278-7;"BUENOS AIRES";PROV;254299.64;"Comp. Tarifaria"
01/2017;30-54622322-8;"BUENOS AIRES";PROV;3639669.23;"Comp. Tarifaria"
01/2017;30-54622322-8;"BUENOS AIRES";PROV;442978.07;"Comp. Gasoil"
01/2017;30-54622346-5;"BUENOS AIRES";PROV;935875.03;"Comp. Gasoil"
01/2017;30-54622346-5;"BUENOS AIRES";PROV;7834231.52;"Comp. Tarifaria"
01/2017;30-54622438-0;"BUENOS AIRES";PROV;24213193.58;"Comp. Tarifaria"
01/2017;30-54622438-0;"BUENOS AIRES";PROV;3241023.52;"Comp. Gasoil"
01/2017;30-54622469-0;"BUENOS AIRES";PROV;125439.58;"Comp. Gasoil"
01/2017;30-54622469-0;"BUENOS AIRES";PROV;714703.38;"Comp. Tarifaria"
01/2017;30-54622667-7;"BUENOS AIRES";PROV;567351.97;"Comp. Tarifaria"
01/2017;30-54622667-7;"BUENOS AIRES";PROV;100839.99;"Comp. Gasoil"
01/2017;30-54622889-0;"BUENOS AIRES";PROV;2113740.47;"Comp. Gasoil"
01/2017;30-54622889-0;"BUENOS AIRES";PROV;17192088.67;"Comp. Tarifaria"
01/2017;30-54622896-3;"BUENOS AIRES";PROV;39626694.04;"Comp. Tarifaria"
01/2017;30-54622896-3;"BUENOS AIRES";PROV;6151456.10;"Comp. Gasoil"
01/2017;30-54622964-1;"BUENOS AIRES";PROV;418065.91;"Comp. Gasoil"
01/2017;30-54622964-1;"BUENOS AIRES";PROV;2749272.67;"Comp. Tarifaria"
01/2017;30-54623073-9;"BUENOS AIRES";PROV;19891199.39;"Comp. Tarifaria"
01/2017;30-54623073-9;"BUENOS AIRES";PROV;3140335.82;"Comp. Gasoil"
01/2017;30-54623653-2;"BUENOS AIRES";PROV;1398115.05;"Comp. Gasoil"
01/2017;30-54623653-2;"BUENOS AIRES";PROV;8497324.82;"Comp. Tarifaria"
01/2017;30-54624298-2;"BUENOS AIRES";PROV;8301025.90;"Comp. Tarifaria"
01/2017;30-54624298-2;"BUENOS AIRES";PROV;1373948.29;"Comp. Gasoil"
01/2017;30-54624380-6;"BUENOS AIRES";PROV;0.00;"Comp. Gasoil"
01/2017;30-54624700-3;"BUENOS AIRES";PROV;930571.31;"Comp. Gasoil"
01/2017;30-54624700-3;"BUENOS AIRES";PROV;8483095.60;"Comp. Tarifaria"
01/2017;30-54624786-0;"BUENOS AIRES";PROV;2879118.18;"Comp. Tarifaria"
01/2017;30-54624786-0;"BUENOS AIRES";PROV;505090.41;"Comp. Gasoil"
01/2017;30-54625024-1;"BUENOS AIRES";PROV;3197315.61;"Comp. Gasoil"
01/2017;30-54625024-1;"BUENOS AIRES";PROV;20251206.58;"Comp. Tarifaria"
01/2017;30-54625284-8;"BUENOS AIRES";PROV;0.00;"Comp. Gasoil"
01/2017;30-54625291-0;"BUENOS AIRES";PROV;2773744.88;"Comp. Gasoil"
01/2017;30-54625291-0;"BUENOS AIRES";PROV;85762.04;"Comp. Gasoil"
01/2017;30-54625291-0;"BUENOS AIRES";PROV;11929.62;"Comp. Gasoil"
01/2017;30-54625291-0;"BUENOS AIRES";PROV;15568872.76;"Comp. Tarifaria"
01/2017;30-54625314-3;"BUENOS AIRES";PROV;254614.65;"Comp. Gasoil"
01/2017;30-54625451-4;"BUENOS AIRES";PROV;725984.35;"Comp. Gasoil"
01/2017;30-54625451-4;"BUENOS AIRES";PROV;5668912.28;"Comp. Tarifaria"
01/2017;30-54629668-3;"BUENOS AIRES";PROV;2362672.89;"Comp. Tarifaria"
01/2017;30-54629668-3;"BUENOS AIRES";PROV;312782.38;"Comp. Gasoil"
01/2017;30-54631986-1;"BUENOS AIRES";PROV;486182.77;"Comp. Gasoil"
01/2017;30-54631986-1;"BUENOS AIRES";PROV;3231308.17;"Comp. Tarifaria"
01/2017;30-54632095-9;"BUENOS AIRES";PROV;10808469.08;"Comp. Tarifaria"
01/2017;30-54632095-9;"BUENOS AIRES";PROV;1268831.88;"Comp. Gasoil"
01/2017;30-54633296-5;"BUENOS AIRES";PROV;907988.38;"Comp. Gasoil"
01/2017;30-54633296-5;"BUENOS AIRES";PROV;5337281.09;"Comp. Tarifaria"
01/2017;30-54633692-8;"BUENOS AIRES";PROV;10918652.18;"Comp. Tarifaria"
01/2017;30-54633692-8;"BUENOS AIRES";PROV;1525628.40;"Comp. Gasoil"
01/2017;30-54634008-9;"BUENOS AIRES";PROV;273160.75;"Comp. Gasoil"
01/2017;30-54634008-9;"BUENOS AIRES";PROV;86350.25;"Comp. Gasoil"
01/2017;30-54634008-9;"BUENOS AIRES";PROV;1493808.25;"Comp. Tarifaria"
01/2017;30-54634060-7;"BUENOS AIRES";PROV;1614703.07;"Comp. Tarifaria"
01/2017;30-54634060-7;"BUENOS AIRES";PROV;229573.24;"Comp. Gasoil"
01/2017;30-54634336-3;"BUENOS AIRES";PROV;715403.46;"Comp. Gasoil"
01/2017;30-54634336-3;"BUENOS AIRES";PROV;4481273.24;"Comp. Tarifaria"
01/2017;30-54634404-1;"BUENOS AIRES";PROV;1058681.46;"Comp. Tarifaria"
01/2017;30-54634404-1;"BUENOS AIRES";PROV;178780.96;"Comp. Gasoil"
01/2017;30-54634473-4;"BUENOS AIRES";PROV;1989643.44;"Comp. Gasoil"
01/2017;30-54634473-4;"BUENOS AIRES";PROV;11540923.03;"Comp. Tarifaria"
01/2017;30-54635100-5;"BUENOS AIRES";PROV;7361160.13;"Comp. Tarifaria"
01/2017;30-54635100-5;"BUENOS AIRES";PROV;1199528.48;"Comp. Gasoil"
01/2017;30-54635131-5;"BUENOS AIRES";PROV;887459.97;"Comp. Gasoil"
01/2017;30-54635131-5;"BUENOS AIRES";PROV;7163746.10;"Comp. Tarifaria"
01/2017;30-54635445-4;"BUENOS AIRES";PROV;1718708.34;"Comp. Tarifaria"
01/2017;30-54635445-4;"BUENOS AIRES";PROV;351542.14;"Comp. Gasoil"
01/2017;30-54636523-5;"BUENOS AIRES";PROV;1469745.79;"Comp. Gasoil"
01/2017;30-54636523-5;"BUENOS AIRES";PROV;10582255.23;"Comp. Tarifaria"
01/2017;30-54636585-5;"BUENOS AIRES";PROV;7901628.30;"Comp. Tarifaria"
01/2017;30-54636585-5;"BUENOS AIRES";PROV;1555017.75;"Comp. Gasoil"
01/2017;30-54641413-9;"BUENOS AIRES";PROV;4868166.51;"Comp. Gasoil"
01/2017;30-54641413-9;"BUENOS AIRES";PROV;435878.60;"Comp. Gasoil"
01/2017;30-54641413-9;"BUENOS AIRES";PROV;4781.68;"Comp. Gasoil"
