mes;provincia;municipio;cuit;razon_social;pago;monto
09/2017;JN;JN;30-54632965-4;"TRANSPORTES SUR NOR CISA";"RCC SD      PAGO 2";0.00
09/2017;JN;JN;30-54632965-4;"TRANSPORTES SUR NOR CISA";"RCC SD      PAGO 3";0.00
09/2017;JN;JN;30-54632965-4;"TRANSPORTES SUR NOR CISA";"RCC SD      PAGO 4";0.00
09/2017;JN;JN;30-54632965-4;"TRANSPORTES SUR NOR CISA";"RCC SD      PAGO 5";3497155.38
09/2017;JN;JN;30-54632965-4;"TRANSPORTES SUR NOR CISA";"RCC SD      PAGO 6";1885502.53
09/2017;JN;JN;30-54632965-4;"TRANSPORTES SUR NOR CISA";"RCC SD      PAGO 7";236222.49
09/2017;JN;JN;30-54633333-3;"LINEA 213 SOCIEDAD ANONIMA DE TRANSPORTE";"RCC GT      PAGO 1";4104582.30
09/2017;JN;JN;30-54633333-3;"LINEA 213 SOCIEDAD ANONIMA DE TRANSPORTE";"RCC GT      PAGO 2";0.00
09/2017;JN;JN;30-54633333-3;"LINEA 213 SOCIEDAD ANONIMA DE TRANSPORTE";"RCC GT      PAGO 3";0.00
09/2017;JN;JN;30-54633333-3;"LINEA 213 SOCIEDAD ANONIMA DE TRANSPORTE";"RCC GT      PAGO 4";1851410.44
09/2017;JN;JN;30-54633333-3;"LINEA 213 SOCIEDAD ANONIMA DE TRANSPORTE";"RCC GT      PAGO 5";0.00
09/2017;JN;JN;30-54633333-3;"LINEA 213 SOCIEDAD ANONIMA DE TRANSPORTE";"RCC GT      PAGO 6";109037.88
09/2017;JN;JN;30-54633333-3;"LINEA 213 SOCIEDAD ANONIMA DE TRANSPORTE";"RCC SD      PAGO 1";2301052.84
09/2017;JN;JN;30-54633333-3;"LINEA 213 SOCIEDAD ANONIMA DE TRANSPORTE";"RCC SD      PAGO 2";0.00
09/2017;JN;JN;30-54633333-3;"LINEA 213 SOCIEDAD ANONIMA DE TRANSPORTE";"RCC SD      PAGO 3";0.00
09/2017;JN;JN;30-54633333-3;"LINEA 213 SOCIEDAD ANONIMA DE TRANSPORTE";"RCC SD      PAGO 4";0.00
09/2017;JN;JN;30-54633333-3;"LINEA 213 SOCIEDAD ANONIMA DE TRANSPORTE";"RCC SD      PAGO 5";2896061.30
09/2017;JN;JN;30-54633333-3;"LINEA 213 SOCIEDAD ANONIMA DE TRANSPORTE";"RCC SD      PAGO 6";1484569.88
09/2017;JN;JN;30-54633333-3;"LINEA 213 SOCIEDAD ANONIMA DE TRANSPORTE";"RCC SD      PAGO 7";185991.98
09/2017;JN;JN;30-54633548-4;"TRANSPORTES SESENTA Y OCHO SRL";"RCC GT      PAGO 1";2645754.84
09/2017;JN;JN;30-54633548-4;"TRANSPORTES SESENTA Y OCHO SRL";"RCC GT      PAGO 2";0.00
09/2017;JN;JN;30-54633548-4;"TRANSPORTES SESENTA Y OCHO SRL";"RCC GT      PAGO 3";0.00
09/2017;JN;JN;30-54633548-4;"TRANSPORTES SESENTA Y OCHO SRL";"RCC GT      PAGO 4";680943.82
09/2017;JN;JN;30-54633548-4;"TRANSPORTES SESENTA Y OCHO SRL";"RCC GT      PAGO 5";0.00
09/2017;JN;JN;30-54633548-4;"TRANSPORTES SESENTA Y OCHO SRL";"RCC GT      PAGO 6";89237.09
09/2017;JN;JN;30-54633548-4;"TRANSPORTES SESENTA Y OCHO SRL";"RCC SD      PAGO 1";1623348.56
09/2017;JN;JN;30-54633548-4;"TRANSPORTES SESENTA Y OCHO SRL";"RCC SD      PAGO 2";0.00
09/2017;JN;JN;30-54633548-4;"TRANSPORTES SESENTA Y OCHO SRL";"RCC SD      PAGO 3";0.00
09/2017;JN;JN;30-54633548-4;"TRANSPORTES SESENTA Y OCHO SRL";"RCC SD      PAGO 4";0.00
09/2017;JN;JN;30-54633548-4;"TRANSPORTES SESENTA Y OCHO SRL";"RCC SD      PAGO 5";2326673.59
09/2017;JN;JN;30-54633548-4;"TRANSPORTES SESENTA Y OCHO SRL";"RCC SD      PAGO 6";1128334.64
09/2017;JN;JN;30-54633548-4;"TRANSPORTES SESENTA Y OCHO SRL";"RCC SD      PAGO 7";141356.32
09/2017;JN;JN;30-54633579-4;"EMPRESA DE TRANSPORTES MARIANO MORENO S.A.";"RCC GT      PAGO 1";0.00
09/2017;JN;JN;30-54633579-4;"EMPRESA DE TRANSPORTES MARIANO MORENO S.A.";"RCC GT      PAGO 2";1628044.93
09/2017;JN;JN;30-54633579-4;"EMPRESA DE TRANSPORTES MARIANO MORENO S.A.";"RCC GT      PAGO 3";0.00
09/2017;JN;JN;30-54633579-4;"EMPRESA DE TRANSPORTES MARIANO MORENO S.A.";"RCC GT      PAGO 4";806561.45
09/2017;JN;JN;30-54633579-4;"EMPRESA DE TRANSPORTES MARIANO MORENO S.A.";"RCC GT      PAGO 5";0.00
09/2017;JN;JN;30-54633579-4;"EMPRESA DE TRANSPORTES MARIANO MORENO S.A.";"RCC GT      PAGO 6";73231.04
09/2017;JN;JN;30-54633579-4;"EMPRESA DE TRANSPORTES MARIANO MORENO S.A.";"RCC SD      PAGO 1";0.00
09/2017;JN;JN;30-54633579-4;"EMPRESA DE TRANSPORTES MARIANO MORENO S.A.";"RCC SD      PAGO 2";760345.88
09/2017;JN;JN;30-54633579-4;"EMPRESA DE TRANSPORTES MARIANO MORENO S.A.";"RCC SD      PAGO 3";0.00
09/2017;JN;JN;30-54633579-4;"EMPRESA DE TRANSPORTES MARIANO MORENO S.A.";"RCC SD      PAGO 4";0.00
09/2017;JN;JN;30-54633579-4;"EMPRESA DE TRANSPORTES MARIANO MORENO S.A.";"RCC SD      PAGO 5";991792.89
09/2017;JN;JN;30-54633579-4;"EMPRESA DE TRANSPORTES MARIANO MORENO S.A.";"RCC SD      PAGO 6";500503.24
09/2017;JN;JN;30-54633579-4;"EMPRESA DE TRANSPORTES MARIANO MORENO S.A.";"RCC SD      PAGO 7";122417.57
09/2017;JN;JN;30-54633708-8;"TRANSPORTES NUEVA CHICAGO C I S A";"RCC GT      PAGO 1";2814725.57
09/2017;JN;JN;30-54633708-8;"TRANSPORTES NUEVA CHICAGO C I S A";"RCC GT      PAGO 2";0.00
09/2017;JN;JN;30-54633708-8;"TRANSPORTES NUEVA CHICAGO C I S A";"RCC GT      PAGO 3";0.00
09/2017;JN;JN;30-54633708-8;"TRANSPORTES NUEVA CHICAGO C I S A";"RCC GT      PAGO 4";1358813.66
09/2017;JN;JN;30-54633708-8;"TRANSPORTES NUEVA CHICAGO C I S A";"RCC GT      PAGO 5";0.00
09/2017;JN;JN;30-54633708-8;"TRANSPORTES NUEVA CHICAGO C I S A";"RCC GT      PAGO 6";112335.75
09/2017;JN;JN;30-54633708-8;"TRANSPORTES NUEVA CHICAGO C I S A";"RCC SD      PAGO 1";1544796.91
09/2017;JN;JN;30-54633708-8;"TRANSPORTES NUEVA CHICAGO C I S A";"RCC SD      PAGO 2";0.00
09/2017;JN;JN;30-54633708-8;"TRANSPORTES NUEVA CHICAGO C I S A";"RCC SD      PAGO 3";0.00
09/2017;JN;JN;30-54633708-8;"TRANSPORTES NUEVA CHICAGO C I S A";"RCC SD      PAGO 4";0.00
09/2017;JN;JN;30-54633708-8;"TRANSPORTES NUEVA CHICAGO C I S A";"RCC SD      PAGO 5";1844179.06
09/2017;JN;JN;30-54633708-8;"TRANSPORTES NUEVA CHICAGO C I S A";"RCC SD      PAGO 6";968070.27
09/2017;JN;JN;30-54633708-8;"TRANSPORTES NUEVA CHICAGO C I S A";"RCC SD      PAGO 7";121285.48
09/2017;JN;JN;30-54633715-0;"EMPRESA DE TRANSPORTES PEDRO DE MENDOZA C.I.S.A.";"RCC GT      PAGO 1";2547861.18
09/2017;JN;JN;30-54633715-0;"EMPRESA DE TRANSPORTES PEDRO DE MENDOZA C.I.S.A.";"RCC GT      PAGO 2";0.00
09/2017;JN;JN;30-54633715-0;"EMPRESA DE TRANSPORTES PEDRO DE MENDOZA C.I.S.A.";"RCC GT      PAGO 3";0.00
09/2017;JN;JN;30-54633715-0;"EMPRESA DE TRANSPORTES PEDRO DE MENDOZA C.I.S.A.";"RCC GT      PAGO 4";1180050.57
09/2017;JN;JN;30-54633715-0;"EMPRESA DE TRANSPORTES PEDRO DE MENDOZA C.I.S.A.";"RCC GT      PAGO 5";0.00
09/2017;JN;JN;30-54633715-0;"EMPRESA DE TRANSPORTES PEDRO DE MENDOZA C.I.S.A.";"RCC GT      PAGO 6";111775.67
09/2017;JN;JN;30-54633715-0;"EMPRESA DE TRANSPORTES PEDRO DE MENDOZA C.I.S.A.";"RCC SD      PAGO 1";1098829.17
09/2017;JN;JN;30-54633715-0;"EMPRESA DE TRANSPORTES PEDRO DE MENDOZA C.I.S.A.";"RCC SD      PAGO 2";0.00
09/2017;JN;JN;30-54633715-0;"EMPRESA DE TRANSPORTES PEDRO DE MENDOZA C.I.S.A.";"RCC SD      PAGO 3";0.00
09/2017;JN;JN;30-54633715-0;"EMPRESA DE TRANSPORTES PEDRO DE MENDOZA C.I.S.A.";"RCC SD      PAGO 4";0.00
09/2017;JN;JN;30-54633715-0;"EMPRESA DE TRANSPORTES PEDRO DE MENDOZA C.I.S.A.";"RCC SD      PAGO 5";1419790.34
09/2017;JN;JN;30-54633715-0;"EMPRESA DE TRANSPORTES PEDRO DE MENDOZA C.I.S.A.";"RCC SD      PAGO 6";719450.56
09/2017;JN;JN;30-54633715-0;"EMPRESA DE TRANSPORTES PEDRO DE MENDOZA C.I.S.A.";"RCC SD      PAGO 7";90137.31
09/2017;JN;JN;30-54633739-8;"MICROOMNIBUS CIUDAD DE BUENOS AIRES SATCI";"RCC GT      PAGO 1";3530067.30
09/2017;JN;JN;30-54633739-8;"MICROOMNIBUS CIUDAD DE BUENOS AIRES SATCI";"RCC GT      PAGO 2";0.00
09/2017;JN;JN;30-54633739-8;"MICROOMNIBUS CIUDAD DE BUENOS AIRES SATCI";"RCC GT      PAGO 3";0.00
09/2017;JN;JN;30-54633739-8;"MICROOMNIBUS CIUDAD DE BUENOS AIRES SATCI";"RCC GT      PAGO 4";1654826.80
09/2017;JN;JN;30-54633739-8;"MICROOMNIBUS CIUDAD DE BUENOS AIRES SATCI";"RCC GT      PAGO 5";0.00
09/2017;JN;JN;30-54633739-8;"MICROOMNIBUS CIUDAD DE BUENOS AIRES SATCI";"RCC GT      PAGO 6";155225.66
09/2017;JN;JN;30-54633739-8;"MICROOMNIBUS CIUDAD DE BUENOS AIRES SATCI";"RCC SD      PAGO 1";2312932.67
09/2017;JN;JN;30-54633739-8;"MICROOMNIBUS CIUDAD DE BUENOS AIRES SATCI";"RCC SD      PAGO 2";0.00
09/2017;JN;JN;30-54633739-8;"MICROOMNIBUS CIUDAD DE BUENOS AIRES SATCI";"RCC SD      PAGO 3";0.00
09/2017;JN;JN;30-54633739-8;"MICROOMNIBUS CIUDAD DE BUENOS AIRES SATCI";"RCC SD      PAGO 4";0.00
09/2017;JN;JN;30-54633739-8;"MICROOMNIBUS CIUDAD DE BUENOS AIRES SATCI";"RCC SD      PAGO 5";2717427.64
09/2017;JN;JN;30-54633739-8;"MICROOMNIBUS CIUDAD DE BUENOS AIRES SATCI";"RCC SD      PAGO 6";1436936.20
09/2017;JN;JN;30-54633739-8;"MICROOMNIBUS CIUDAD DE BUENOS AIRES SATCI";"RCC SD      PAGO 7";180027.39
09/2017;JN;JN;30-54633937-4;"EMPRESA ANTARTIDA ARGENTINA S.A DE T";"RCC GT      PAGO 1";1920141.82
09/2017;JN;JN;30-54633937-4;"EMPRESA ANTARTIDA ARGENTINA S.A DE T";"RCC GT      PAGO 2";0.00
09/2017;JN;JN;30-54633937-4;"EMPRESA ANTARTIDA ARGENTINA S.A DE T";"RCC GT      PAGO 3";0.00
09/2017;JN;JN;30-54633937-4;"EMPRESA ANTARTIDA ARGENTINA S.A DE T";"RCC GT      PAGO 4";933031.10
09/2017;JN;JN;30-54633937-4;"EMPRESA ANTARTIDA ARGENTINA S.A DE T";"RCC GT      PAGO 5";0.00
09/2017;JN;JN;30-54633937-4;"EMPRESA ANTARTIDA ARGENTINA S.A DE T";"RCC GT      PAGO 6";85597.73
09/2017;JN;JN;30-54633937-4;"EMPRESA ANTARTIDA ARGENTINA S.A DE T";"RCC SD      PAGO 1";880299.58
09/2017;JN;JN;30-54633937-4;"EMPRESA ANTARTIDA ARGENTINA S.A DE T";"RCC SD      PAGO 2";0.00
09/2017;JN;JN;30-54633937-4;"EMPRESA ANTARTIDA ARGENTINA S.A DE T";"RCC SD      PAGO 3";0.00
09/2017;JN;JN;30-54633937-4;"EMPRESA ANTARTIDA ARGENTINA S.A DE T";"RCC SD      PAGO 4";0.00
09/2017;JN;JN;30-54633937-4;"EMPRESA ANTARTIDA ARGENTINA S.A DE T";"RCC SD      PAGO 5";1089238.21
09/2017;JN;JN;30-54633937-4;"EMPRESA ANTARTIDA ARGENTINA S.A DE T";"RCC SD      PAGO 6";562603.86
09/2017;JN;JN;30-54633937-4;"EMPRESA ANTARTIDA ARGENTINA S.A DE T";"RCC SD      PAGO 7";95421.97
09/2017;JN;JN;30-54633975-7;"TRANSPORTES DEL TEJAR SA";"RCC GT      PAGO 1";1557300.19
09/2017;JN;JN;30-54633975-7;"TRANSPORTES DEL TEJAR SA";"RCC GT      PAGO 2";0.00
09/2017;JN;JN;30-54633975-7;"TRANSPORTES DEL TEJAR SA";"RCC GT      PAGO 3";0.00
09/2017;JN;JN;30-54633975-7;"TRANSPORTES DEL TEJAR SA";"RCC GT      PAGO 4";1030630.05
09/2017;JN;JN;30-54633975-7;"TRANSPORTES DEL TEJAR SA";"RCC GT      PAGO 5";0.00
09/2017;JN;JN;30-54633975-7;"TRANSPORTES DEL TEJAR SA";"RCC GT      PAGO 6";77842.90
09/2017;JN;JN;30-54633975-7;"TRANSPORTES DEL TEJAR SA";"RCC SD      PAGO 1";740285.88
09/2017;JN;JN;30-54633975-7;"TRANSPORTES DEL TEJAR SA";"RCC SD      PAGO 2";0.00
09/2017;JN;JN;30-54633975-7;"TRANSPORTES DEL TEJAR SA";"RCC SD      PAGO 3";0.00
09/2017;JN;JN;30-54633975-7;"TRANSPORTES DEL TEJAR SA";"RCC SD      PAGO 4";0.00
09/2017;JN;JN;30-54633975-7;"TRANSPORTES DEL TEJAR SA";"RCC SD      PAGO 5";1006549.22
09/2017;JN;JN;30-54633975-7;"TRANSPORTES DEL TEJAR SA";"RCC SD      PAGO 6";498988.23
09/2017;JN;JN;30-54633975-7;"TRANSPORTES DEL TEJAR SA";"RCC SD      PAGO 7";62516.12
09/2017;JN;JN;30-54634053-4;"TRANSPORTES SOL DE MAYO C.I.S.A.";"RCC GT      PAGO 1";1749235.44
09/2017;JN;JN;30-54634053-4;"TRANSPORTES SOL DE MAYO C.I.S.A.";"RCC GT      PAGO 2";0.00
09/2017;JN;JN;30-54634053-4;"TRANSPORTES SOL DE MAYO C.I.S.A.";"RCC GT      PAGO 3";0.00
09/2017;JN;JN;30-54634053-4;"TRANSPORTES SOL DE MAYO C.I.S.A.";"RCC GT      PAGO 4";514726.01
09/2017;JN;JN;30-54634053-4;"TRANSPORTES SOL DE MAYO C.I.S.A.";"RCC GT      PAGO 5";0.00
09/2017;JN;JN;30-54634053-4;"TRANSPORTES SOL DE MAYO C.I.S.A.";"RCC GT      PAGO 6";60946.92
09/2017;JN;JN;30-54634053-4;"TRANSPORTES SOL DE MAYO C.I.S.A.";"RCC SD      PAGO 1";1429731.91
09/2017;JN;JN;30-54634053-4;"TRANSPORTES SOL DE MAYO C.I.S.A.";"RCC SD      PAGO 2";0.00
09/2017;JN;JN;30-54634053-4;"TRANSPORTES SOL DE MAYO C.I.S.A.";"RCC SD      PAGO 3";0.00
09/2017;JN;JN;30-54634053-4;"TRANSPORTES SOL DE MAYO C.I.S.A.";"RCC SD      PAGO 4";0.00
09/2017;JN;JN;30-54634053-4;"TRANSPORTES SOL DE MAYO C.I.S.A.";"RCC SD      PAGO 5";2119250.87
09/2017;JN;JN;30-54634053-4;"TRANSPORTES SOL DE MAYO C.I.S.A.";"RCC SD      PAGO 6";1013776.65
09/2017;JN;JN;30-54634053-4;"TRANSPORTES SOL DE MAYO C.I.S.A.";"RCC SD      PAGO 7";179810.42
09/2017;JN;JN;30-54634060-7;"MICROOMNIBUS SAAVEDRA SATACI";"RCC GT      PAGO 1";2541269.34
09/2017;JN;JN;30-54634060-7;"MICROOMNIBUS SAAVEDRA SATACI";"RCC GT      PAGO 2";0.00
09/2017;JN;JN;30-54634060-7;"MICROOMNIBUS SAAVEDRA SATACI";"RCC GT      PAGO 3";0.00
09/2017;JN;JN;30-54634060-7;"MICROOMNIBUS SAAVEDRA SATACI";"RCC GT      PAGO 4";1111213.09
09/2017;JN;JN;30-54634060-7;"MICROOMNIBUS SAAVEDRA SATACI";"RCC GT      PAGO 5";0.00
09/2017;JN;JN;30-54634060-7;"MICROOMNIBUS SAAVEDRA SATACI";"RCC GT      PAGO 6";109511.88
09/2017;JN;JN;30-54634060-7;"MICROOMNIBUS SAAVEDRA SATACI";"RCC SD      PAGO 1";1187932.78
09/2017;JN;JN;30-54634060-7;"MICROOMNIBUS SAAVEDRA SATACI";"RCC SD      PAGO 2";0.00
09/2017;JN;JN;30-54634060-7;"MICROOMNIBUS SAAVEDRA SATACI";"RCC SD      PAGO 3";0.00
09/2017;JN;JN;30-54634060-7;"MICROOMNIBUS SAAVEDRA SATACI";"RCC SD      PAGO 4";0.00
09/2017;JN;JN;30-54634060-7;"MICROOMNIBUS SAAVEDRA SATACI";"RCC SD      PAGO 5";1549063.34
09/2017;JN;JN;30-54634060-7;"MICROOMNIBUS SAAVEDRA SATACI";"RCC SD      PAGO 6";781830.43
09/2017;JN;JN;30-54634060-7;"MICROOMNIBUS SAAVEDRA SATACI";"RCC SD      PAGO 7";97951.90
09/2017;JN;JN;30-54634107-7;"EMPRESARIOS TRANSPORTE AUTOMOTOR PASAJEROS S A ";"RCC GT      PAGO 1";2837038.07
09/2017;JN;JN;30-54634107-7;"EMPRESARIOS TRANSPORTE AUTOMOTOR PASAJEROS S A ";"RCC GT      PAGO 2";0.00
09/2017;JN;JN;30-54634107-7;"EMPRESARIOS TRANSPORTE AUTOMOTOR PASAJEROS S A ";"RCC GT      PAGO 3";0.00
09/2017;JN;JN;30-54634107-7;"EMPRESARIOS TRANSPORTE AUTOMOTOR PASAJEROS S A ";"RCC GT      PAGO 4";1366388.62
09/2017;JN;JN;30-54634107-7;"EMPRESARIOS TRANSPORTE AUTOMOTOR PASAJEROS S A ";"RCC GT      PAGO 5";0.00
09/2017;JN;JN;30-54634107-7;"EMPRESARIOS TRANSPORTE AUTOMOTOR PASAJEROS S A ";"RCC GT      PAGO 6";113183.72
09/2017;JN;JN;30-54634107-7;"EMPRESARIOS TRANSPORTE AUTOMOTOR PASAJEROS S A ";"RCC SD      PAGO 1";1502446.96
09/2017;JN;JN;30-54634107-7;"EMPRESARIOS TRANSPORTE AUTOMOTOR PASAJEROS S A ";"RCC SD      PAGO 2";0.00
09/2017;JN;JN;30-54634107-7;"EMPRESARIOS TRANSPORTE AUTOMOTOR PASAJEROS S A ";"RCC SD      PAGO 3";0.00
09/2017;JN;JN;30-54634107-7;"EMPRESARIOS TRANSPORTE AUTOMOTOR PASAJEROS S A ";"RCC SD      PAGO 4";0.00
09/2017;JN;JN;30-54634107-7;"EMPRESARIOS TRANSPORTE AUTOMOTOR PASAJEROS S A ";"RCC SD      PAGO 5";1832298.08
09/2017;JN;JN;30-54634107-7;"EMPRESARIOS TRANSPORTE AUTOMOTOR PASAJEROS S A ";"RCC SD      PAGO 6";952579.05
09/2017;JN;JN;30-54634107-7;"EMPRESARIOS TRANSPORTE AUTOMOTOR PASAJEROS S A ";"RCC SD      PAGO 7";119343.75
09/2017;JN;JN;30-54634121-2;"LINEA 71 S.A.";"RCC GT      PAGO 1";3541295.87
09/2017;JN;JN;30-54634121-2;"LINEA 71 S.A.";"RCC GT      PAGO 2";0.00
09/2017;JN;JN;30-54634121-2;"LINEA 71 S.A.";"RCC GT      PAGO 3";0.00
09/2017;JN;JN;30-54634121-2;"LINEA 71 S.A.";"RCC GT      PAGO 4";1629958.83
09/2017;JN;JN;30-54634121-2;"LINEA 71 S.A.";"RCC GT      PAGO 5";0.00
09/2017;JN;JN;30-54634121-2;"LINEA 71 S.A.";"RCC GT      PAGO 6";103203.28
09/2017;JN;JN;30-54634121-2;"LINEA 71 S.A.";"RCC SD      PAGO 1";1579451.49
09/2017;JN;JN;30-54634121-2;"LINEA 71 S.A.";"RCC SD      PAGO 2";0.00
09/2017;JN;JN;30-54634121-2;"LINEA 71 S.A.";"RCC SD      PAGO 3";0.00
09/2017;JN;JN;30-54634121-2;"LINEA 71 S.A.";"RCC SD      PAGO 4";0.00
09/2017;JN;JN;30-54634121-2;"LINEA 71 S.A.";"RCC SD      PAGO 5";1953884.79
09/2017;JN;JN;30-54634121-2;"LINEA 71 S.A.";"RCC SD      PAGO 6";1009307.18
09/2017;JN;JN;30-54634121-2;"LINEA 71 S.A.";"RCC SD      PAGO 7";126451.91
09/2017;JN;JN;30-54634305-3;"CARDENAS S.A.";"RCC GT      PAGO 1";2786479.40
09/2017;JN;JN;30-54634305-3;"CARDENAS S.A.";"RCC GT      PAGO 2";0.00
09/2017;JN;JN;30-54634305-3;"CARDENAS S.A.";"RCC GT      PAGO 3";0.00
09/2017;JN;JN;30-54634305-3;"CARDENAS S.A.";"RCC GT      PAGO 4";1261587.45
09/2017;JN;JN;30-54634305-3;"CARDENAS S.A.";"RCC GT      PAGO 5";0.00
09/2017;JN;JN;30-54634305-3;"CARDENAS S.A.";"RCC GT      PAGO 6";120909.38
09/2017;JN;JN;30-54634305-3;"CARDENAS S.A.";"RCC SD      PAGO 1";1461328.56
09/2017;JN;JN;30-54634305-3;"CARDENAS S.A.";"RCC SD      PAGO 2";0.00
09/2017;JN;JN;30-54634305-3;"CARDENAS S.A.";"RCC SD      PAGO 3";0.00
09/2017;JN;JN;30-54634305-3;"CARDENAS S.A.";"RCC SD      PAGO 4";0.00
09/2017;JN;JN;30-54634305-3;"CARDENAS S.A.";"RCC SD      PAGO 5";1976835.05
09/2017;JN;JN;30-54634305-3;"CARDENAS S.A.";"RCC SD      PAGO 6";982120.85
09/2017;JN;JN;30-54634305-3;"CARDENAS S.A.";"RCC SD      PAGO 7";123045.00
09/2017;JN;JN;30-54634312-6;"EMPRESA DE TRANSPORTES MICROOMNIBUS SAENZ PEÑA SRL";"RCC GT      PAGO 1";3266667.27
09/2017;JN;JN;30-54634312-6;"EMPRESA DE TRANSPORTES MICROOMNIBUS SAENZ PEÑA SRL";"RCC GT      PAGO 2";0.00
09/2017;JN;JN;30-54634312-6;"EMPRESA DE TRANSPORTES MICROOMNIBUS SAENZ PEÑA SRL";"RCC GT      PAGO 3";0.00
09/2017;JN;JN;30-54634312-6;"EMPRESA DE TRANSPORTES MICROOMNIBUS SAENZ PEÑA SRL";"RCC GT      PAGO 4";1416002.40
09/2017;JN;JN;30-54634312-6;"EMPRESA DE TRANSPORTES MICROOMNIBUS SAENZ PEÑA SRL";"RCC GT      PAGO 5";0.00
09/2017;JN;JN;30-54634312-6;"EMPRESA DE TRANSPORTES MICROOMNIBUS SAENZ PEÑA SRL";"RCC GT      PAGO 6";126967.63
09/2017;JN;JN;30-54634312-6;"EMPRESA DE TRANSPORTES MICROOMNIBUS SAENZ PEÑA SRL";"RCC SD      PAGO 1";1707097.33
09/2017;JN;JN;30-54634312-6;"EMPRESA DE TRANSPORTES MICROOMNIBUS SAENZ PEÑA SRL";"RCC SD      PAGO 2";0.00
09/2017;JN;JN;30-54634312-6;"EMPRESA DE TRANSPORTES MICROOMNIBUS SAENZ PEÑA SRL";"RCC SD      PAGO 3";0.00
09/2017;JN;JN;30-54634312-6;"EMPRESA DE TRANSPORTES MICROOMNIBUS SAENZ PEÑA SRL";"RCC SD      PAGO 4";0.00
09/2017;JN;JN;30-54634312-6;"EMPRESA DE TRANSPORTES MICROOMNIBUS SAENZ PEÑA SRL";"RCC SD      PAGO 5";2096196.89
09/2017;JN;JN;30-54634312-6;"EMPRESA DE TRANSPORTES MICROOMNIBUS SAENZ PEÑA SRL";"RCC SD      PAGO 6";1086421.41
09/2017;JN;JN;30-54634312-6;"EMPRESA DE TRANSPORTES MICROOMNIBUS SAENZ PEÑA SRL";"RCC SD      PAGO 7";135627.89
09/2017;JN;JN;30-54634404-1;"TRANSPORTE LARRAZABAL CISA";"RCC GT      PAGO 1";10972039.88
09/2017;JN;JN;30-54634404-1;"TRANSPORTE LARRAZABAL CISA";"RCC GT      PAGO 2";0.00
09/2017;JN;JN;30-54634404-1;"TRANSPORTE LARRAZABAL CISA";"RCC GT      PAGO 3";0.00
09/2017;JN;JN;30-54634404-1;"TRANSPORTE LARRAZABAL CISA";"RCC GT      PAGO 4";4642317.87
09/2017;JN;JN;30-54634404-1;"TRANSPORTE LARRAZABAL CISA";"RCC GT      PAGO 5";0.00
09/2017;JN;JN;30-54634404-1;"TRANSPORTE LARRAZABAL CISA";"RCC GT      PAGO 6";466251.59
09/2017;JN;JN;30-54634404-1;"TRANSPORTE LARRAZABAL CISA";"RCC SD      PAGO 1";6668171.96
09/2017;JN;JN;30-54634404-1;"TRANSPORTE LARRAZABAL CISA";"RCC SD      PAGO 2";0.00
09/2017;JN;JN;30-54634404-1;"TRANSPORTE LARRAZABAL CISA";"RCC SD      PAGO 3";0.00
09/2017;JN;JN;30-54634404-1;"TRANSPORTE LARRAZABAL CISA";"RCC SD      PAGO 4";0.00
09/2017;JN;JN;30-54634404-1;"TRANSPORTE LARRAZABAL CISA";"RCC SD      PAGO 5";8627472.38
09/2017;JN;JN;30-54634404-1;"TRANSPORTE LARRAZABAL CISA";"RCC SD      PAGO 6";4369242.69
09/2017;JN;JN;30-54634404-1;"TRANSPORTE LARRAZABAL CISA";"RCC SD      PAGO 7";436288.50
09/2017;JN;JN;30-54634671-0;"TRANSPORTES 270 S.A.";"RCC GT      PAGO 1";1504901.54
09/2017;JN;JN;30-54634671-0;"TRANSPORTES 270 S.A.";"RCC GT      PAGO 2";0.00
09/2017;JN;JN;30-54634671-0;"TRANSPORTES 270 S.A.";"RCC GT      PAGO 3";0.00
09/2017;JN;JN;30-54634671-0;"TRANSPORTES 270 S.A.";"RCC GT      PAGO 4";720163.01
09/2017;JN;JN;30-54634671-0;"TRANSPORTES 270 S.A.";"RCC GT      PAGO 5";0.00
09/2017;JN;JN;30-54634671-0;"TRANSPORTES 270 S.A.";"RCC GT      PAGO 6";66754.35
09/2017;JN;JN;30-54634671-0;"TRANSPORTES 270 S.A.";"RCC SD      PAGO 1";691166.22
09/2017;JN;JN;30-54634671-0;"TRANSPORTES 270 S.A.";"RCC SD      PAGO 2";0.00
09/2017;JN;JN;30-54634671-0;"TRANSPORTES 270 S.A.";"RCC SD      PAGO 3";0.00
09/2017;JN;JN;30-54634671-0;"TRANSPORTES 270 S.A.";"RCC SD      PAGO 4";0.00
09/2017;JN;JN;30-54634671-0;"TRANSPORTES 270 S.A.";"RCC SD      PAGO 5";806092.10
09/2017;JN;JN;30-54634671-0;"TRANSPORTES 270 S.A.";"RCC SD      PAGO 6";427695.94
09/2017;JN;JN;30-54634671-0;"TRANSPORTES 270 S.A.";"RCC SD      PAGO 7";53584.91
09/2017;JN;JN;30-54635094-7;"TRANSPORTE ESCALADA SA DE TRANSPORTES";"RCC GT      PAGO 1";2327565.00
09/2017;JN;JN;30-54635094-7;"TRANSPORTE ESCALADA SA DE TRANSPORTES";"RCC GT      PAGO 2";0.00
09/2017;JN;JN;30-54635094-7;"TRANSPORTE ESCALADA SA DE TRANSPORTES";"RCC GT      PAGO 3";0.00
